accuracy,precision,recall,f1_score,roc_auc,pr_auc,far,frr
0.9594594594594594,0.9594594594594594,0.9594594594594594,0.9594594594594594,0.9932432432432433,0.9938447464286059,0.04054054054054054,0.04054054054054054
